2018-03-30 00:50:02,757 INFO 61090 [egg-logrotator] agent logger reload: got log-reload message
2018-03-30 01:08:47,070 INFO 61090 Recieved a change event from eventSource: {"event":"change","path":"/Users/xingding/Documents/works/goodsogood/union/chongqing/projects/mobile/ssr-single-help-new/app/web/component/spa/ssr/components/home.js","stat":{"dev":16777220,"mode":33188,"nlink":1,"uid":501,"gid":20,"rdev":0,"blksize":4194304,"ino":4314390691,"size":10152,"blocks":24,"atimeMs":1522343327008.1174,"mtimeMs":1522343327009.3694,"ctimeMs":1522343327009.3694,"birthtimeMs":1520488254688.9165,"atime":"2018-03-29T17:08:47.008Z","mtime":"2018-03-29T17:08:47.009Z","ctime":"2018-03-29T17:08:47.009Z","birthtime":"2018-03-08T05:50:54.689Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-03-30 01:08:48,730 INFO 61090 Recieved a change event from eventSource: {"event":"change","path":"/Users/xingding/Documents/works/goodsogood/union/chongqing/projects/mobile/ssr-single-help-new/config/manifest.json","stat":{"dev":16777220,"mode":33188,"nlink":1,"uid":501,"gid":20,"rdev":0,"blksize":4194304,"ino":4314672790,"size":1626,"blocks":8,"atimeMs":1522336053784.6948,"mtimeMs":1522343328653.572,"ctimeMs":1522343328653.572,"birthtimeMs":1522333539106.7646,"atime":"2018-03-29T15:07:33.785Z","mtime":"2018-03-29T17:08:48.654Z","ctime":"2018-03-29T17:08:48.654Z","birthtime":"2018-03-29T14:25:39.107Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-03-30 01:09:43,029 INFO 61090 Recieved a change event from eventSource: {"event":"change","path":"/Users/xingding/Documents/works/goodsogood/union/chongqing/projects/mobile/ssr-single-help-new/app/web/component/spa/ssr/components/home.js","stat":{"dev":16777220,"mode":33188,"nlink":1,"uid":501,"gid":20,"rdev":0,"blksize":4194304,"ino":4314390691,"size":10155,"blocks":24,"atimeMs":1522343382966.4524,"mtimeMs":1522343382967.6147,"ctimeMs":1522343382967.6147,"birthtimeMs":1520488254688.9165,"atime":"2018-03-29T17:09:42.966Z","mtime":"2018-03-29T17:09:42.968Z","ctime":"2018-03-29T17:09:42.968Z","birthtime":"2018-03-08T05:50:54.689Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-03-30 01:09:44,406 INFO 61090 Recieved a change event from eventSource: {"event":"change","path":"/Users/xingding/Documents/works/goodsogood/union/chongqing/projects/mobile/ssr-single-help-new/config/manifest.json","stat":{"dev":16777220,"mode":33188,"nlink":1,"uid":501,"gid":20,"rdev":0,"blksize":4194304,"ino":4314672790,"size":1626,"blocks":8,"atimeMs":1522336053784.6948,"mtimeMs":1522343384261.5967,"ctimeMs":1522343384261.5967,"birthtimeMs":1522333539106.7646,"atime":"2018-03-29T15:07:33.785Z","mtime":"2018-03-29T17:09:44.262Z","ctime":"2018-03-29T17:09:44.262Z","birthtime":"2018-03-29T14:25:39.107Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-03-30 01:11:39,527 INFO 61090 Recieved a change event from eventSource: {"event":"change","path":"/Users/xingding/Documents/works/goodsogood/union/chongqing/projects/mobile/ssr-single-help-new/app/web/component/spa/ssr/components/help.js","stat":{"dev":16777220,"mode":33188,"nlink":1,"uid":501,"gid":20,"rdev":0,"blksize":4194304,"ino":4314431790,"size":9590,"blocks":24,"atimeMs":1522343499458.4255,"mtimeMs":1522343499461.1775,"ctimeMs":1522343499461.1775,"birthtimeMs":1521735576773.1719,"atime":"2018-03-29T17:11:39.458Z","mtime":"2018-03-29T17:11:39.461Z","ctime":"2018-03-29T17:11:39.461Z","birthtime":"2018-03-22T16:19:36.773Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-03-30 01:11:41,240 INFO 61090 Recieved a change event from eventSource: {"event":"change","path":"/Users/xingding/Documents/works/goodsogood/union/chongqing/projects/mobile/ssr-single-help-new/config/manifest.json","stat":{"dev":16777220,"mode":33188,"nlink":1,"uid":501,"gid":20,"rdev":0,"blksize":4194304,"ino":4314672790,"size":1626,"blocks":8,"atimeMs":1522336053784.6948,"mtimeMs":1522343501077.8733,"ctimeMs":1522343501077.8733,"birthtimeMs":1522333539106.7646,"atime":"2018-03-29T15:07:33.785Z","mtime":"2018-03-29T17:11:41.078Z","ctime":"2018-03-29T17:11:41.078Z","birthtime":"2018-03-29T14:25:39.107Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-03-30 01:12:48,232 INFO 61090 Recieved a change event from eventSource: {"event":"change","path":"/Users/xingding/Documents/works/goodsogood/union/chongqing/projects/mobile/ssr-single-help-new/app/web/component/spa/ssr/components/home.js","stat":{"dev":16777220,"mode":33188,"nlink":1,"uid":501,"gid":20,"rdev":0,"blksize":4194304,"ino":4314390691,"size":10269,"blocks":24,"atimeMs":1522343568165.0215,"mtimeMs":1522343568165.9736,"ctimeMs":1522343568165.9736,"birthtimeMs":1520488254688.9165,"atime":"2018-03-29T17:12:48.165Z","mtime":"2018-03-29T17:12:48.166Z","ctime":"2018-03-29T17:12:48.166Z","birthtime":"2018-03-08T05:50:54.689Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-03-30 01:12:49,791 INFO 61090 Recieved a change event from eventSource: {"event":"change","path":"/Users/xingding/Documents/works/goodsogood/union/chongqing/projects/mobile/ssr-single-help-new/config/manifest.json","stat":{"dev":16777220,"mode":33188,"nlink":1,"uid":501,"gid":20,"rdev":0,"blksize":4194304,"ino":4314672790,"size":1626,"blocks":8,"atimeMs":1522336053784.6948,"mtimeMs":1522343569653.0513,"ctimeMs":1522343569653.0513,"birthtimeMs":1522333539106.7646,"atime":"2018-03-29T15:07:33.785Z","mtime":"2018-03-29T17:12:49.653Z","ctime":"2018-03-29T17:12:49.653Z","birthtime":"2018-03-29T14:25:39.107Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-03-30 01:14:31,974 INFO 61090 Recieved a change event from eventSource: {"event":"change","path":"/Users/xingding/Documents/works/goodsogood/union/chongqing/projects/mobile/ssr-single-help-new/app/web/component/spa/ssr/components/home.js","stat":{"dev":16777220,"mode":33188,"nlink":1,"uid":501,"gid":20,"rdev":0,"blksize":4194304,"ino":4314390691,"size":10363,"blocks":24,"atimeMs":1522343671905.5044,"mtimeMs":1522343671906.6143,"ctimeMs":1522343671906.6143,"birthtimeMs":1520488254688.9165,"atime":"2018-03-29T17:14:31.906Z","mtime":"2018-03-29T17:14:31.907Z","ctime":"2018-03-29T17:14:31.907Z","birthtime":"2018-03-08T05:50:54.689Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-03-30 01:14:33,119 INFO 61090 Recieved a change event from eventSource: {"event":"change","path":"/Users/xingding/Documents/works/goodsogood/union/chongqing/projects/mobile/ssr-single-help-new/config/manifest.json","stat":{"dev":16777220,"mode":33188,"nlink":1,"uid":501,"gid":20,"rdev":0,"blksize":4194304,"ino":4314672790,"size":1626,"blocks":8,"atimeMs":1522336053784.6948,"mtimeMs":1522343673032.358,"ctimeMs":1522343673032.358,"birthtimeMs":1522333539106.7646,"atime":"2018-03-29T15:07:33.785Z","mtime":"2018-03-29T17:14:33.032Z","ctime":"2018-03-29T17:14:33.032Z","birthtime":"2018-03-29T14:25:39.107Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-03-30 01:18:28,470 INFO 61090 Recieved a change event from eventSource: {"event":"change","path":"/Users/xingding/Documents/works/goodsogood/union/chongqing/projects/mobile/ssr-single-help-new/app/web/component/spa/ssr/components/home.js","stat":{"dev":16777220,"mode":33188,"nlink":1,"uid":501,"gid":20,"rdev":0,"blksize":4194304,"ino":4314390691,"size":10367,"blocks":24,"atimeMs":1522343908407.271,"mtimeMs":1522343908408.3347,"ctimeMs":1522343908408.3347,"birthtimeMs":1520488254688.9165,"atime":"2018-03-29T17:18:28.407Z","mtime":"2018-03-29T17:18:28.408Z","ctime":"2018-03-29T17:18:28.408Z","birthtime":"2018-03-08T05:50:54.689Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-03-30 01:18:29,769 INFO 61090 Recieved a change event from eventSource: {"event":"change","path":"/Users/xingding/Documents/works/goodsogood/union/chongqing/projects/mobile/ssr-single-help-new/config/manifest.json","stat":{"dev":16777220,"mode":33188,"nlink":1,"uid":501,"gid":20,"rdev":0,"blksize":4194304,"ino":4314672790,"size":1626,"blocks":8,"atimeMs":1522336053784.6948,"mtimeMs":1522343909519.8677,"ctimeMs":1522343909519.8677,"birthtimeMs":1522333539106.7646,"atime":"2018-03-29T15:07:33.785Z","mtime":"2018-03-29T17:18:29.520Z","ctime":"2018-03-29T17:18:29.520Z","birthtime":"2018-03-29T14:25:39.107Z"},"remove":false,"isDirectory":false,"isFile":true}
